-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
   THERMO TABLE FOR MOLECULE RGUAIPH
 ====================================================================================================
   Elemental Composition:
     C 7.0000
     H 7.0000
     O 2.0000
   Formation Enthalpy at 298K =          0.8443 kcal/mol
   Formation Free Gibbs Energy at 298K = -28.6523 kcal/mol
   Molecular Weight =                    123.1310 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      33.2720       0.9106        -28.8505      99.2035       0.0663        -0.1982       
     600.0000      55.6353       14.6734       -63.3911      130.1076      13.8292       -34.7389      
     800.0000      63.6373       26.6586       -91.1751      147.2922      25.8144       -62.5229      
     1000.0000     69.1043       39.9624       -122.1504     162.1128      39.1182       -93.4981      
     1200.0000     73.1043       54.2041       -155.8974     175.0846      53.3599       -127.2451     
     1400.0000     75.9970       69.1304       -192.0863     186.5833      68.2861       -163.4340     
     1600.0000     78.0478       84.5469       -230.4502     196.8732      83.7027       -201.7980     
     1800.0000     79.4838       100.3086      -270.7684     206.1539      99.4644       -242.1161     
     2000.0000     80.4941       116.3121      -312.8551     214.5836      115.4679      -284.2029     
     2200.0000     81.2292       132.4880      -356.5537     222.2917      131.6437      -327.9015     
     2400.0000     81.8015       148.7930      -401.7309     229.3850      147.9488      -373.0786     
     2600.0000     82.2851       165.2027      -448.2727     235.9521      164.3585      -419.6204     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C6H4OCH3
 ====================================================================================================
   Elemental Composition:
     C 7.0000
     H 7.0000
     O 1.0000
   Formation Enthalpy at 298K =          43.7126 kcal/mol
   Formation Free Gibbs Energy at 298K = 17.4803 kcal/mol
   Molecular Weight =                    107.1320 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      28.3496       43.7691       17.3041       88.2168       0.0565        -0.1762       
     600.0000      50.3719       55.9618       -13.3422      115.5068      12.2492       -30.8226      
     800.0000      58.6921       66.9240       -38.0501      131.2176      23.2113       -55.5304      
     1000.0000     64.4896       79.2730       -65.6986      144.9715      35.5604       -83.1789      
     1200.0000     68.7401       92.6180       -95.9322      157.1252      48.9053       -113.4126     
     1400.0000     71.8317       106.6919      -128.4613     167.9665      62.9792       -145.9416     
     1600.0000     74.0606       121.2932      -163.0459     177.7120      77.5806       -180.5262     
     1800.0000     75.6761       136.2753      -199.4846     186.5333      92.5627       -216.9649     
     2000.0000     76.8802       151.5364      -237.6070     194.5717      107.8237      -255.0874     
     2200.0000     77.8284       167.0104      -277.2689     201.9452      123.2978      -294.7493     
     2400.0000     78.6288       182.6580      -318.3474     208.7522      138.9453      -335.8277     
     2600.0000     79.3427       198.4563      -360.7376     215.0746      154.7437      -378.2179     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE RCATEPH
 ====================================================================================================
   Elemental Composition:
     C 6.0000
     H 5.0000
     O 2.0000
   Formation Enthalpy at 298K =          -5.0764 kcal/mol
   Formation Free Gibbs Energy at 298K = -31.9960 kcal/mol
   Molecular Weight =                    109.1040 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      28.2239       -5.0201       -32.1769      90.5225       0.0563        -0.1809       
     600.0000      46.4670       6.5861        -63.3791      116.6086      11.6625       -31.3831      
     800.0000      52.3494       16.5163       -88.1653      130.8520      21.5927       -56.1693      
     1000.0000     56.2522       27.3971       -115.5786     142.9758      32.4735       -83.5826      
     1200.0000     59.1711       38.9533       -145.2495     153.5023      44.0297       -113.2535     
     1400.0000     61.3475       51.0161       -176.8976     162.7955      56.0925       -144.9016     
     1600.0000     62.9403       63.4534       -210.3018     171.0970      68.5298       -178.3057     
     1800.0000     64.0881       76.1626       -245.2819     178.5803      81.2390       -213.2859     
     2000.0000     64.9084       89.0669       -281.6882     185.3775      94.1433       -249.6922     
     2200.0000     65.4982       102.1107      -319.3942     191.5931      107.1871      -287.3982     
     2400.0000     65.9335       115.2559      -358.2924     197.3118      120.3323      -326.2963     
     2600.0000     66.2695       128.4775      -398.2904     202.6031      133.5539      -366.2944     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CYC5H4CO
 ====================================================================================================
   Elemental Composition:
     C 6.0000
     H 4.0000
     O 1.0000
   Formation Enthalpy at 298K =          42.7064 kcal/mol
   Formation Free Gibbs Energy at 298K = 20.4997 kcal/mol
   Molecular Weight =                    92.0970 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      23.4799       42.7532       20.3505       74.6758       0.0468        -0.1492       
     600.0000      40.7108       52.6332       -5.4520       96.8086       9.9268        -25.9517      
     800.0000      46.9357       61.4548       -26.1091      109.4549      18.7484       -46.6088      
     1000.0000     51.2817       71.2773       -49.1190      120.3963      28.5709       -69.6187      
     1200.0000     54.0318       81.8176       -74.1792      129.9973      39.1112       -94.6788      
     1400.0000     56.2779       92.8564       -101.0451     138.5010      50.1500       -121.5447     
     1600.0000     58.0878       104.2997      -129.5220     146.1385      61.5933       -150.0217     
     1800.0000     59.5246       116.0667      -159.4533     153.0666      73.3602       -179.9530     
     2000.0000     60.6466       128.0886      -190.7090     159.3988      85.3822       -211.2086     
     2200.0000     61.5071       140.3079      -223.1788     165.2212      97.6015       -243.6785     
     2400.0000     62.1551       152.6772      -256.7680     170.6022      109.9708      -277.2677     
     2600.0000     62.6344       165.1587      -291.3940     175.5972      122.4523      -311.8937     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NO
 ====================================================================================================
   Elemental Composition:
     N 1.0000
     O 1.0000
   Formation Enthalpy at 298K =          21.8104 kcal/mol
   Formation Free Gibbs Energy at 298K = 6.8028 kcal/mol
   Molecular Weight =                    30.0060 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      7.1356        21.8247       6.7021        50.4087       0.0143        -0.1008       
     600.0000      7.4645        23.9975       -9.2519       55.4157       2.1871        -16.0547      
     800.0000      7.8324        25.5280       -20.5636      57.6145       3.7176        -27.3665      
     1000.0000     8.1229        27.1249       -32.2701      59.3950       5.3145        -39.0730      
     1200.0000     8.3129        28.7690       -44.3029      60.8933       6.9586        -51.1058      
     1400.0000     8.4688        30.4477       -56.6139      62.1869       8.6373        -63.4167      
     1600.0000     8.5954        32.1546       -69.1675      63.3263       10.3442       -75.9703      
     1800.0000     8.6968        33.8842       -81.9364      64.3448       12.0738       -88.7392      
     2000.0000     8.7772        35.6319       -94.8989      65.2654       13.8215       -101.7017     
     2200.0000     8.8401        37.3939       -108.0371     66.1050       15.5835       -114.8400     
     2400.0000     8.8891        39.1671       -121.3363     66.8764       17.3567       -128.1392     
     2600.0000     8.9272        40.9489       -134.7838     67.5895       19.1385       -141.5867     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE N2O
 ====================================================================================================
   Elemental Composition:
     N 2.0000
     O 1.0000
   Formation Enthalpy at 298K =          19.4994 kcal/mol
   Formation Free Gibbs Energy at 298K = 3.8325 kcal/mol
   Molecular Weight =                    44.0130 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      9.2511        19.5178       3.7273        52.6350       0.0185        -0.1052       
     600.0000      11.5838       22.6810       -13.2292      59.8504       3.1816        -17.0618      
     800.0000      12.5341       25.0981       -25.5584      63.3205       5.5987        -29.3909      
     1000.0000     13.1973       27.6760       -38.5180      66.1940       8.1766        -42.3506      
     1200.0000     13.6139       30.3584       -52.0074      68.6382       10.8591       -55.8400      
     1400.0000     13.9562       33.1166       -65.9521      70.7634       13.6172       -69.7847      
     1600.0000     14.2346       35.9367       -80.2966      72.6458       16.4373       -84.1292      
     1800.0000     14.4588       38.8068       -94.9977      74.3358       19.3074       -98.8302      
     2000.0000     14.6377       41.7172       -110.0205     75.8688       22.2178       -113.8531     
     2200.0000     14.7795       44.6594       -125.3365     77.2709       25.1601       -129.1690     
     2400.0000     14.8917       47.6270       -140.9215     78.5619       28.1276       -144.7540     
     2600.0000     14.9808       50.6146       -156.7549     79.7575       31.1152       -160.5874     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NO2
 ====================================================================================================
   Elemental Composition:
     N 1.0000
     O 2.0000
   Formation Enthalpy at 298K =          8.1701 kcal/mol
   Formation Free Gibbs Energy at 298K = -8.9325 kcal/mol
   Molecular Weight =                    46.0050 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      8.8982        8.1879        -9.0474       57.4510       0.0178        -0.1148       
     600.0000      11.0921       11.1977       -27.3920      64.3161       3.0275        -18.4595      
     800.0000      12.0462       13.5200       -40.6000      67.6500       5.3499        -31.6675      
     1000.0000     12.6692       15.9928       -54.4136      70.4063       7.8226        -45.4811      
     1200.0000     13.0139       18.5621       -68.7351      72.7476       10.3919       -59.8025      
     1400.0000     13.3026       21.1946       -83.4919      74.7761       13.0244       -74.5594      
     1600.0000     13.5451       23.8801       -98.6298      76.5687       15.7099       -89.6973      
     1800.0000     13.7504       26.6102       -114.1071     78.1762       18.4400       -105.1745     
     2000.0000     13.9267       29.3783       -129.8904     79.6343       21.2081       -120.9578     
     2200.0000     14.0814       32.1794       -145.9526     80.9691       24.0092       -137.0200     
     2400.0000     14.2210       35.0098       -162.2711     82.2004       26.8397       -153.3386     
     2600.0000     14.3515       37.8672       -178.8269     83.3439       29.6970       -169.8943     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE HNO
 ====================================================================================================
   Elemental Composition:
     H 1.0000
     N 1.0000
     O 1.0000
   Formation Enthalpy at 298K =          25.5319 kcal/mol
   Formation Free Gibbs Energy at 298K = 9.8001 kcal/mol
   Molecular Weight =                    31.0140 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      8.1017        25.5481       9.6944        52.8454       0.0162        -0.1056       
     600.0000      9.5353        28.1738       -7.1389       58.8544       2.6419        -16.9389      
     800.0000      10.5627       30.1867       -19.2075      61.7427       4.6548        -29.0075      
     1000.0000     11.4049       32.3856       -31.8070      64.1925       6.8537        -41.6070      
     1200.0000     12.2114       34.7484       -44.8647      66.3443       9.2166        -54.6648      
     1400.0000     12.9431       37.2652       -58.3305      68.2826       11.7333       -68.1306      
     1600.0000     13.5995       39.9207       -72.1667      70.0546       14.3888       -81.9668      
     1800.0000     14.1812       42.7000       -86.3433      71.6907       17.1681       -96.1434      
     2000.0000     14.6891       45.5882       -100.8354     73.2118       20.0564       -110.6354     
     2200.0000     15.1245       48.5708       -115.6214     74.6328       23.0389       -125.4215     
     2400.0000     15.4896       51.6333       -130.6826     75.9650       26.1015       -140.4826     
     2600.0000     15.7867       54.7621       -146.0020     77.2170       29.2302       -155.8021     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE HNO2
 ====================================================================================================
   Elemental Composition:
     H 1.0000
     N 1.0000
     O 2.0000
   Formation Enthalpy at 298K =          -10.5548 kcal/mol
   Formation Free Gibbs Energy at 298K = -27.5445 kcal/mol
   Molecular Weight =                    47.0130 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      9.2738        -10.5363      -27.6586      57.0743       0.0185        -0.1141       
     600.0000      12.9958       -7.1841       -45.9853      64.6687       3.3707        -18.4408      
     800.0000      14.7265       -4.3985       -59.3294      68.6636       6.1563        -31.7849      
     1000.0000     15.9790       -1.3278       -73.4123      72.0845       9.2270        -45.8678      
     1200.0000     16.7425       1.9469        -88.1342      75.0676       12.5017       -60.5898      
     1400.0000     17.3643       5.3598        -103.4159     77.6969       15.9145       -75.8714      
     1600.0000     17.8636       8.8844        -119.1946     80.0494       19.4392       -91.6501      
     1800.0000     18.2582       12.4982       -135.4207     82.1772       23.0530       -107.8762     
     2000.0000     18.5647       16.1818       -152.0530     84.1174       26.7366       -124.5085     
     2200.0000     18.7983       19.9192       -169.0570     85.8983       30.4740       -141.5125     
     2400.0000     18.9727       23.6972       -186.4032     87.5418       34.2520       -158.8587     
     2600.0000     19.1005       27.5052       -204.0658     89.0658       38.0600       -176.5213     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE HONO
 ====================================================================================================
   Elemental Composition:
     H 1.0000
     N 1.0000
     O 2.0000
   Formation Enthalpy at 298K =          -18.8035 kcal/mol
   Formation Free Gibbs Energy at 298K = -36.8896 kcal/mol
   Molecular Weight =                    47.0130 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      11.0820       -18.7813      -37.0110      60.7656       0.0221        -0.1215       
     600.0000      14.4002       -14.9129      -56.6549      69.5701       3.8906        -19.7654      
     800.0000      15.6652       -11.8961      -71.0167      73.9006       6.9073        -34.1271      
     1000.0000     16.5734       -8.6713       -86.1662      77.4949       10.1322       -49.2767      
     1200.0000     17.1663       -5.2955       -101.9803     80.5707       13.5080       -65.0908      
     1400.0000     17.6552       -1.8117       -118.3685     83.2548       16.9917       -81.4790      
     1600.0000     18.0539       1.7606        -135.2624     85.6393       20.5641       -98.3728      
     1800.0000     18.3750       5.4047        -152.6084     87.7850       24.2081       -115.7188     
     2000.0000     18.6303       9.1062        -170.3633     89.7348       27.9097       -133.4738     
     2200.0000     18.8307       12.8531       -188.4913     91.5202       31.6566       -151.6018     
     2400.0000     18.9860       16.6355       -206.9621     93.1657       35.4390       -170.0725     
     2600.0000     19.1052       20.4451       -225.7496     94.6903       39.2486       -188.8600     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE HONO2
 ====================================================================================================
   Elemental Composition:
     H 1.0000
     N 1.0000
     O 3.0000
   Formation Enthalpy at 298K =          -32.0969 kcal/mol
   Formation Free Gibbs Energy at 298K = -51.0966 kcal/mol
   Molecular Weight =                    63.0120 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      12.9745       -32.0710      -51.2242      63.8437       0.0259        -0.1276       
     600.0000      18.7304       -27.2200      -72.1122      74.8203       4.8769        -21.0157      
     800.0000      20.7202       -23.2558      -87.6629      80.5089       8.8412        -36.5663      
     1000.0000     21.9554       -18.9830      -104.2540     85.2710       13.1139       -53.1574      
     1200.0000     22.6072       -14.5244      -121.7248     89.3337       17.5725       -70.6283      
     1400.0000     23.1268       -9.9490       -139.9518     92.8592       22.1480       -88.8553      
     1600.0000     23.5331       -5.2812       -158.8413     95.9750       26.8157       -107.7447     
     1800.0000     23.8437       -0.5421       -178.3202     98.7656       31.5548       -127.2236     
     2000.0000     24.0746       4.2509        -198.3298     101.2904      36.3479       -147.2333     
     2200.0000     24.2407       9.0834        -218.8216     103.5932      41.1804       -167.7250     
     2400.0000     24.3552       13.9438       -239.7546     105.7076      46.0407       -188.6580     
     2600.0000     24.4302       18.8229       -261.0938     107.6603      50.9198       -209.9973     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE N2H2
 ====================================================================================================
   Elemental Composition:
     N 2.0000
     H 2.0000
   Formation Enthalpy at 298K =          47.8470 kcal/mol
   Formation Free Gibbs Energy at 298K = 32.2995 kcal/mol
   Molecular Weight =                    30.0300 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      8.3876        47.8638       32.1951       52.2291       0.0168        -0.1044       
     600.0000      11.4391       50.8090       15.4626       58.9107       2.9620        -16.8369      
     800.0000      13.4302       53.3031       3.3155        62.4845       5.4561        -28.9840      
     1000.0000     15.1373       56.1598       -9.5050       65.6648       8.3128        -41.8045      
     1200.0000     16.5999       59.3382       -22.9316      68.5582       11.4912       -55.2311      
     1400.0000     17.7998       62.7823       -36.9122      71.2103       14.9353       -69.2117      
     1600.0000     18.7697       66.4428       -51.4018      73.6529       18.5958       -83.7013      
     1800.0000     19.5397       70.2768       -66.3610      75.9099       22.4298       -98.6605      
     2000.0000     20.1382       74.2473       -81.7547      78.0010       26.4002       -114.0542     
     2200.0000     20.5914       78.3224       -97.5514      79.9427       30.4754       -129.8509     
     2400.0000     20.9235       82.4758       -113.7228     81.7494       34.6287       -146.0223     
     2600.0000     21.1564       86.6852       -130.2430     83.4340       38.8382       -162.5425     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE H2NN
 ====================================================================================================
   Elemental Composition:
     N 2.0000
     H 2.0000
   Formation Enthalpy at 298K =          71.9168 kcal/mol
   Formation Free Gibbs Energy at 298K = 56.3820 kcal/mol
   Molecular Weight =                    30.0300 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      8.5561        71.9339       56.2777       52.1875       0.0171        -0.1043       
     600.0000      11.4391       74.9149       39.5396       58.9588       2.9981        -16.8423      
     800.0000      13.2093       77.3873       27.3850       62.5029       5.4705        -28.9970      
     1000.0000     14.6208       80.1729       14.5679       65.6050       8.2561        -41.8141      
     1200.0000     15.6087       83.1991       1.1659        68.3609       11.2822       -55.2160      
     1400.0000     16.4191       86.4046       -12.7574      70.8300       14.4878       -69.1394      
     1600.0000     17.0754       89.7564       -27.1506      73.0669       17.8396       -83.5326      
     1800.0000     17.5996       93.2259       -41.9712      75.1096       21.3091       -98.3532      
     2000.0000     18.0120       96.7888       -57.1834      76.9861       24.8720       -113.5654     
     2200.0000     18.3311       100.4245      -72.7561      78.7185       28.5077       -129.1381     
     2400.0000     18.5741       104.1162      -88.6623      80.3244       32.1994       -145.0443     
     2600.0000     18.7563       107.8501      -104.8784     81.8187       35.9333       -161.2604     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NH2OH
 ====================================================================================================
   Elemental Composition:
     N 1.0000
     H 3.0000
     O 1.0000
   Formation Enthalpy at 298K =          -10.5048 kcal/mol
   Formation Free Gibbs Energy at 298K = -27.3231 kcal/mol
   Molecular Weight =                    33.0300 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      11.1372       -10.4826      -27.4360      56.5114       0.0222        -0.1129       
     600.0000      15.5092       -6.4451       -45.8435      65.6639       4.0597        -18.5204      
     800.0000      17.4677       -3.1364       -59.4642      70.4098       7.3685        -32.1412      
     1000.0000     19.1243       0.5203        -73.9626      74.4829       11.0251       -46.6395      
     1200.0000     20.4746       4.4844        -89.2270      78.0928       14.9892       -61.9039      
     1400.0000     21.5915       8.6946        -105.1753     81.3356       19.1994       -77.8522      
     1600.0000     22.5040       13.1073       -121.7414     84.2805       23.6122       -94.4184      
     1800.0000     23.2396       17.6844       -138.8708     86.9751       28.1893       -111.5478     
     2000.0000     23.8237       22.3931       -156.5172     89.4551       32.8979       -129.1941     
     2200.0000     24.2795       27.2054       -174.6404     91.7481       37.7102       -147.3174     
     2400.0000     24.6288       32.0978       -193.2054     93.8763       42.6026       -165.8824     
     2600.0000     24.8910       37.0511       -212.1812     95.8586       47.5559       -184.8582     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE HNOH
 ====================================================================================================
   Elemental Composition:
     H 2.0000
     N 1.0000
     O 1.0000
   Formation Enthalpy at 298K =          24.1117 kcal/mol
   Formation Free Gibbs Energy at 298K = 7.4833 kcal/mol
   Molecular Weight =                    32.0220 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      9.1569        24.1300       7.3717        55.8611       0.0183        -0.1117       
     600.0000      12.2759       27.3584       -10.5580      63.1941       3.2467        -18.0413      
     800.0000      13.7036       29.9669       -23.5821      66.9363       5.8552        -31.0654      
     1000.0000     14.8257       32.8174       -37.2947      70.1120       8.7057        -44.7780      
     1200.0000     15.6628       35.8687       -51.6009      72.8913       11.7570       -59.0842      
     1400.0000     16.3632       39.0734       -66.4306      75.3600       14.9617       -73.9139      
     1600.0000     16.9438       42.4060       -81.7286      77.5841       18.2943       -89.2119      
     1800.0000     17.4206       45.8440       -97.4509      79.6083       21.7323       -104.9342     
     2000.0000     17.8082       49.3683       -113.5608     81.4645       25.2566       -121.0441     
     2200.0000     18.1203       52.9623       -130.0271     83.1770       28.8506       -137.5104     
     2400.0000     18.3693       56.6122       -146.8233     84.7648       32.5005       -154.3066     
     2600.0000     18.5666       60.3066       -163.9258     86.2432       36.1949       -171.4091     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NH3
 ====================================================================================================
   Elemental Composition:
     H 3.0000
     N 1.0000
   Formation Enthalpy at 298K =          -10.8878 kcal/mol
   Formation Free Gibbs Energy at 298K = -24.6148 kcal/mol
   Molecular Weight =                    17.0310 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      8.5266        -10.8708      -24.7070      46.1208       0.0170        -0.0922       
     600.0000      10.8145       -7.9784       -39.6053      52.7115       2.9094        -14.9905      
     800.0000      12.2166       -5.6708       -50.4877      56.0211       5.2170        -25.8729      
     1000.0000     13.4565       -3.1038       -61.9839      58.8800       7.7840        -37.3690      
     1200.0000     14.4992       -0.3052       -74.0193      61.4284       10.5826       -49.4044      
     1400.0000     15.3735       2.6846        -86.5389      63.7311       13.5725       -61.9241      
     1600.0000     16.1042       5.8346        -99.4984      65.8331       16.7224       -74.8835      
     1800.0000     16.7139       9.1183        -112.8609     67.7662       20.0061       -88.2461      
     2000.0000     17.2231       12.5135       -126.5952     69.5543       23.4013       -101.9804     
     2200.0000     17.6498       16.0020       -140.6742     71.2165       26.8898       -116.0594     
     2400.0000     18.0102       19.5690       -155.0744     72.7681       30.4568       -130.4596     
     2600.0000     18.3179       23.2026       -169.7750     74.2221       34.0904       -145.1601     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE N2H4
 ====================================================================================================
   Elemental Composition:
     N 2.0000
     H 4.0000
   Formation Enthalpy at 298K =          22.7444 kcal/mol
   Formation Free Gibbs Energy at 298K = 5.7635 kcal/mol
   Molecular Weight =                    32.0460 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      11.6129       22.7675       5.6495        57.0602       0.0232        -0.1140       
     600.0000      17.5493       27.1835       -13.0303      67.0230       4.4391        -18.7938      
     800.0000      20.1226       30.9703       -26.9915      72.4523       8.2260        -32.7551      
     1000.0000     22.1267       35.1911       -41.9623      77.1534       12.4468       -47.7258      
     1200.0000     23.6041       39.7686       -57.8180      81.3221       17.0242       -63.5815      
     1400.0000     24.8353       44.6163       -74.4622      85.0561       21.8720       -80.2258      
     1600.0000     25.8514       49.6884       -91.8172      88.4410       26.9440       -97.5807      
     1800.0000     26.6812       54.9445       -109.8193     91.5354       32.2001       -115.5828     
     2000.0000     27.3516       60.3502       -128.4149     94.3826       37.6058       -134.1784     
     2200.0000     27.8874       65.8761       -147.5581     97.0155       43.1318       -153.3216     
     2400.0000     28.3113       71.4977       -167.2086     99.4610       48.7533       -172.9722     
     2600.0000     28.6439       77.1946       -187.3314     101.7408      54.4502       -193.0949     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE N
 ====================================================================================================
   Elemental Composition:
     N 1.0000
   Formation Enthalpy at 298K =          112.9602 kcal/mol
   Formation Free Gibbs Energy at 298K = 102.0434 kcal/mol
   Molecular Weight =                    14.0070 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      4.9675        112.9702      101.9701      36.6668       0.0099        -0.0733       
     600.0000      4.9675        114.4604      90.3944       40.1100       1.5002        -11.6490      
     800.0000      4.9675        115.4539      82.2226       41.5391       2.4937        -19.8208      
     1000.0000     4.9675        116.4474      73.7998       42.6476       3.4872        -28.2436      
     1200.0000     4.9723        117.4415      65.1770       43.5538       4.4813        -36.8664      
     1400.0000     4.9727        118.4360      56.3876       44.3203       5.4758        -45.6558      
     1600.0000     4.9705        119.4304      47.4557       44.9842       6.4702        -54.5878      
     1800.0000     4.9675        120.4242      38.3991       45.5695       7.4640        -63.6443      
